source,page,text,entities
news_excerpts_parsed.xlsx,,"https://edition.cnn.com/2022/08/02/europe/brittney-griner-trial-russia-tuesday/index.html The examination of the substance contained in vape cartridges that WNBA star Brittney Griner’s carried at a Moscow airport in February did not comply with Russian law, a defense expert testified Tuesday in her high-stakes drug-smuggling trial. Among the violations is that results of the examination do not show the amount of THC in the substance, Griner’s lawyer, Maria Blagovolina, said after the hearing. “The examination does not comply with the law in terms of the completeness of the study and does not comply with the norms of the Code of Criminal Procedure,” forensic chemist Dmitry Gladyshev testified for the defense during the roughly two-hour session. The defense also interrogated prosecution expert Alexander Korablyov, who examined Griner’s cartridges taken from her luggage.","[{'text': 'WNBA', 'label': 'ORG'}, {'text': 'Brittney Griner', 'label': 'PERSON'}, {'text': 'Moscow', 'label': 'GPE'}, {'text': 'February', 'label': 'DATE'}, {'text': 'Russian', 'label': 'NORP'}, {'text': 'Tuesday', 'label': 'DATE'}, {'text': 'THC', 'label': 'ORG'}, {'text': 'Griner', 'label': 'PERSON'}, {'text': 'Maria Blagovolina', 'label': 'PERSON'}, {'text': 'the Code of Criminal Procedure', 'label': 'LAW'}, {'text': 'Dmitry Gladyshev', 'label': 'PERSON'}, {'text': 'two-hour', 'label': 'TIME'}, {'text': 'Alexander Korablyov', 'label': 'PERSON'}, {'text': 'Griner', 'label': 'PERSON'}]"
news_excerpts_parsed.xlsx,,"https://edition.cnn.com/2018/04/16/politics/pruitt-soundproof-booth/index.html The $43,000 purchase of a soundproof booth for Environmental Protection Agency Administrator Scott Pruitt’s office violated federal law, the Government Accountability Office concluded Monday. The GAO, a government spending watchdog that reports to Congress, cites a requirement that executive branch agencies must notify Congress before spending more than $5,000 on certain office improvements. “Because EPA violated this statutory requirement, we also conclude that EPA violated the Antideficiency Act and should report its violation to the Congress and the President as required by law,” GAO said in a statement by one of its attorneys, Julie Matta. GAO’s conclusions, outlined in a letter to congressional Democrats, relate to the legality of the purchase and not whether the booth was an appropriate use of taxpayer dollars.","[{'text': '43,000', 'label': 'MONEY'}, {'text': 'Environmental Protection Agency', 'label': 'ORG'}, {'text': 'Scott Pruitt', 'label': 'PERSON'}, {'text': 'the Government Accountability Office', 'label': 'ORG'}, {'text': 'Monday', 'label': 'DATE'}, {'text': 'GAO', 'label': 'ORG'}, {'text': 'Congress', 'label': 'ORG'}, {'text': 'Congress', 'label': 'ORG'}, {'text': 'more than $5,000', 'label': 'MONEY'}, {'text': 'EPA', 'label': 'ORG'}, {'text': 'EPA', 'label': 'ORG'}, {'text': 'Congress', 'label': 'ORG'}, {'text': 'GAO', 'label': 'ORG'}, {'text': 'one', 'label': 'CARDINAL'}, {'text': 'Julie Matta', 'label': 'PERSON'}, {'text': 'GAO', 'label': 'ORG'}, {'text': 'Democrats', 'label': 'NORP'}]"
news_excerpts_parsed.xlsx,,"https://news.postimees.ee/7416922/estonian-police-nab-boss-of-lithuanian-car-thieves It is no secret that Lithuanian car thieves have been a nuisance in Estonia for over a decade. The recent conviction of Aurimas Skirgaila, regarded as one of the principal architects of a recent wave of car theft in Estonia, in the Tartu County Court marks the first time a Lithuanian criminal has been convicted of creating a criminal organization in Estonia. South District Prosecutor Aro Siinmaa said that proceedings involving Lithuanian car thieves are far from over. “There have been four rulings concerning this group alone, while there are numerous other persons with ties to the criminal organization whom it has proved impossible to bring to Estonia for various reasons,” Siinmaa said. This is the first time more light can be shed on the success of Estonian authorities as the leader of the group has been found guilty in court.","[{'text': 'Lithuanian', 'label': 'NORP'}, {'text': 'Estonia', 'label': 'GPE'}, {'text': 'Aurimas Skirgaila', 'label': 'PERSON'}, {'text': 'Estonia', 'label': 'GPE'}, {'text': 'the Tartu County Court', 'label': 'ORG'}, {'text': 'first', 'label': 'ORDINAL'}, {'text': 'Lithuanian', 'label': 'NORP'}, {'text': 'Estonia', 'label': 'GPE'}, {'text': 'South District', 'label': 'LOC'}, {'text': 'Aro Siinmaa', 'label': 'PERSON'}, {'text': 'Lithuanian', 'label': 'NORP'}, {'text': 'four', 'label': 'CARDINAL'}, {'text': 'Estonia', 'label': 'GPE'}, {'text': 'Siinmaa', 'label': 'NORP'}, {'text': 'first', 'label': 'ORDINAL'}, {'text': 'Estonian', 'label': 'NORP'}]"
news_excerpts_parsed.xlsx,,"https://yle.fi/a/3-12659444 The Helsinki District Court has handed down several lengthy prison sentences in a wide-ranging narcotics network case with 23 defendants and almost 70 charges. Most of the verdicts were given for serious drug offences committed between 2019 and 2021 in different parts of the Helsinki metropolitan area. A total of 16 defendants received prison sentences, while three received suspended sentences. According to the court, the drug ring trafficked considerable quantities of illegal narcotics into Finland. Estimates by the police place the street value of the drugs to be at about six million euros. The district court sentenced Teemu Juhani Kirves— the head of a Sweden-based drug syndicate — to four years in prison for several aggravated narcotics offences.","[{'text': 'https://yle.fi/a/3-12659444', 'label': 'GPE'}, {'text': 'The Helsinki District Court', 'label': 'ORG'}, {'text': '23', 'label': 'CARDINAL'}, {'text': 'almost 70', 'label': 'CARDINAL'}, {'text': 'between 2019 and 2021', 'label': 'CARDINAL'}, {'text': 'Helsinki', 'label': 'GPE'}, {'text': '16', 'label': 'CARDINAL'}, {'text': 'three', 'label': 'CARDINAL'}, {'text': 'the drug ring trafficked', 'label': 'ORG'}, {'text': 'Finland', 'label': 'GPE'}, {'text': 'about six million euros', 'label': 'QUANTITY'}, {'text': 'Teemu Juhani Kirves', 'label': 'PERSON'}, {'text': 'Sweden', 'label': 'GPE'}, {'text': 'four years', 'label': 'DATE'}]"
news_excerpts_parsed.xlsx,,"https://icelandmonitor.mbl.is/news/news/2021/10/21/sentenced_to_16_years_in_prison/ This morning, Angjelin Sterkaj was sentenced to 16 years in prison for the murder of Armando Beqirai, an Albanian citizen in his 30s, shot multiple times in front of his home on the street Rauðagerði, Reykjavík, February 13, mbl.is reports. The case, commonly referred to as the Rauðagerði Case , was a crime that shook Icelandic society, for it “ ha[d] all the characteristics of an execution in a most typical Reykjavík neighborhood ,” as a criminologist described it. The other three people charged — two men and a woman — have been acquitted of the prosecution’s charges. They were charged with being accomplices to the crime. The sentence was pronounced in the Reykjavík District Court. Sterkaj was not present in the court room, but he had previously confessed to killing Beqirai, claiming he did so in self-defense.","[{'text': 'This morning', 'label': 'TIME'}, {'text': 'Angjelin Sterkaj', 'label': 'PERSON'}, {'text': '16 years', 'label': 'DATE'}, {'text': 'Armando Beqirai', 'label': 'PERSON'}, {'text': 'Albanian', 'label': 'NORP'}, {'text': '30s', 'label': 'DATE'}, {'text': 'Rauðagerði', 'label': 'PERSON'}, {'text': 'Reykjavík', 'label': 'GPE'}, {'text': 'February 13', 'label': 'DATE'}, {'text': 'the Rauðagerði Case', 'label': 'FAC'}, {'text': 'Icelandic', 'label': 'NORP'}, {'text': 'Reykjavík', 'label': 'ORG'}, {'text': 'three', 'label': 'CARDINAL'}, {'text': 'two', 'label': 'CARDINAL'}, {'text': 'the Reykjavík District Court', 'label': 'ORG'}, {'text': 'Sterkaj', 'label': 'PERSON'}, {'text': 'Beqirai', 'label': 'PERSON'}]"
news_excerpts_parsed.xlsx,,"https://www.ndtv.com/world-news/renault-nissan-alliance-carlos-ghosn-france-issues-international-arrest-warrant-against-ex-nissan-head-2909763 French authorities have issued an international arrest warrant for Carlos Ghosn, the disgraced auto tycoon who jumped bail in Japan and fled to Lebanon in a sensational getaway, prosecutors told AFP on Friday The warrant was issued over 15 million euros ($16.3 million) in suspect payments between the Renault-Nissan alliance that Ghosn once headed and an Omani company, Suhail Bahwan Automobiles (SBA), said prosecutors in the Paris suburb of Nanterre. Ghosn, then chief of Nissan chief and head of an alliance between Renault, Nissan and Mitsubishi Motors, was detained in Japan in November 2018 on suspicion of financial misconduct along with his top aide, Greg Kelly. They both denied wrongdoing.","[{'text': 'French', 'label': 'NORP'}, {'text': 'Carlos Ghosn', 'label': 'PERSON'}, {'text': 'Japan', 'label': 'GPE'}, {'text': 'Lebanon', 'label': 'GPE'}, {'text': 'AFP', 'label': 'ORG'}, {'text': 'Friday', 'label': 'DATE'}, {'text': 'over 15 million euros', 'label': 'MONEY'}, {'text': '$16.3 million', 'label': 'MONEY'}, {'text': 'Renault', 'label': 'ORG'}, {'text': 'Ghosn', 'label': 'GPE'}, {'text': 'Omani', 'label': 'PERSON'}, {'text': 'Suhail Bahwan Automobiles', 'label': 'PERSON'}, {'text': 'SBA', 'label': 'ORG'}, {'text': 'Paris', 'label': 'GPE'}, {'text': 'Nanterre', 'label': 'EVENT'}, {'text': 'Nissan', 'label': 'ORG'}, {'text': 'Renault', 'label': 'ORG'}, {'text': 'Nissan', 'label': 'ORG'}, {'text': 'Mitsubishi Motors', 'label': 'ORG'}, {'text': 'Japan', 'label': 'GPE'}, {'text': 'November 2018', 'label': 'DATE'}, {'text': 'Greg Kelly', 'label': 'PERSON'}]"
news_excerpts_parsed.xlsx,,"https://edition.cnn.com/2023/04/19/tech/china-seagate-huawei-penalty-hnk-intl/index.html Seagate Technology has agreed to pay a $300 million penalty in a settlement with US authorities for shipping over $1.1 billion worth of hard disk drives to China’s Huawei in violation of US export control laws, the Department of Commerce said on Wednesday. Seagate (STX) sold the drives to Huawei between August 2020 and September 2021 despite an August 2020 rule that restricted sales of certain foreign items made with US technology to the company. Huawei was placed on the Entity List, a US trade blacklist, in 2019 to reduce the sale of US goods to the company amid national security and foreign policy concerns. The penalty represents the latest in a string of actions by Washington to keep sophisticated technology from China that may support its military, enable human rights abuses or otherwise threaten US security.","[{'text': 'https://edition.cnn.com/2023/04/19/tech/china-seagate-huawei-penalty-hnk-intl/index.html Seagate Technology', 'label': 'ORG'}, {'text': '$300 million', 'label': 'MONEY'}, {'text': 'US', 'label': 'GPE'}, {'text': 'over $1.1 billion', 'label': 'MONEY'}, {'text': 'China', 'label': 'GPE'}, {'text': 'Huawei', 'label': 'ORG'}, {'text': 'US', 'label': 'GPE'}, {'text': 'the Department of Commerce', 'label': 'ORG'}, {'text': 'Wednesday', 'label': 'DATE'}, {'text': 'Seagate', 'label': 'ORG'}, {'text': 'STX', 'label': 'ORG'}, {'text': 'Huawei', 'label': 'ORG'}, {'text': 'between August 2020', 'label': 'DATE'}, {'text': 'September 2021', 'label': 'DATE'}, {'text': 'August 2020', 'label': 'DATE'}, {'text': 'US', 'label': 'GPE'}, {'text': 'Huawei', 'label': 'ORG'}, {'text': 'US', 'label': 'GPE'}, {'text': '2019', 'label': 'DATE'}, {'text': 'US', 'label': 'GPE'}, {'text': 'Washington', 'label': 'GPE'}, {'text': 'China', 'label': 'GPE'}, {'text': 'US', 'label': 'GPE'}]"
news_excerpts_parsed.xlsx,,"https://www.channelnewsasia.com/asia/woman-plead-guilty-negligence-caring-2-babies-nurul-shahira-3504176 A Malaysian woman pleaded guilty on Sunday (May 21) to negligence while caring for two babies at a childcare centre in Skudai, Johor. Nurul Shahira A'shiqin Sulaiman pleaded guilty at the Johor Bahru Sessions Court to two charges of negligence that may have led to physical injury to an 11-month girl and a nine-month boy. Last week, Johor police chief Kamarul Zaman Mamat told local media that 28-year-old Nurul Shahira A’shiqin had been arrested by local cops in Skudai. He confirmed that this was the same woman who was seen in two video clips treating two infants inappropriately. The clips have been circulated widely on WhatsApp and Telegram.","[{'text': 'https://www.channelnewsasia.com/asia/woman-plead-guilty-negligence-caring-2-babies-nurul-shahira-3504176', 'label': 'ORG'}, {'text': 'Malaysian', 'label': 'NORP'}, {'text': 'Sunday', 'label': 'DATE'}, {'text': 'May 21', 'label': 'DATE'}, {'text': 'two', 'label': 'CARDINAL'}, {'text': 'Skudai', 'label': 'ORG'}, {'text': 'Johor', 'label': 'GPE'}, {'text': ""Nurul Shahira A'shiqin"", 'label': 'PERSON'}, {'text': 'Sulaiman', 'label': 'PERSON'}, {'text': 'the Johor Bahru Sessions Court', 'label': 'ORG'}, {'text': 'two', 'label': 'CARDINAL'}, {'text': '11-month', 'label': 'DATE'}, {'text': 'nine-month', 'label': 'DATE'}, {'text': 'Last week', 'label': 'DATE'}, {'text': 'Johor', 'label': 'GPE'}, {'text': 'Kamarul Zaman Mamat', 'label': 'PERSON'}, {'text': '28-year-old', 'label': 'DATE'}, {'text': 'Nurul Shahira A’shiqin', 'label': 'ORG'}, {'text': 'Skudai', 'label': 'ORG'}, {'text': 'two', 'label': 'CARDINAL'}, {'text': 'two', 'label': 'CARDINAL'}, {'text': 'WhatsApp', 'label': 'ORG'}, {'text': 'Telegram', 'label': 'ORG'}]"
news_excerpts_parsed.xlsx,,"https://edition.cnn.com/2023/05/03/business/mcdonalds-child-labor-louisville/index.html Two 10-year-old children were found working at a Louisville McDonald’s restaurant — sometimes until 2 a.m. — the US Department of Labor said Tuesday. The revelation was part of an investigation into the child labor law violations in the Southeast. The agency also found three franchisees that own more than 60 McDonald’s locations in Kentucky, Indiana, Maryland and Ohio, “employed 305 children to work more than the legally permitted hours and perform tasks prohibited by law for young workers,” the Labor Department said in a statement. “Investigators from the department’s Wage and Hour Division found two 10-year-old workers at a Louisville McDonald’s restaurant among many violations of federal labor laws committed by three Kentucky McDonald’s franchise operators,” the release said. “Investigators also determined two 10-year-old children were employed – but not paid – and sometimes worked as late as 2 a.m.”","[{'text': 'Two', 'label': 'CARDINAL'}, {'text': '10-year-old', 'label': 'DATE'}, {'text': 'Louisville', 'label': 'GPE'}, {'text': 'McDonald', 'label': 'ORG'}, {'text': '2 a.m.', 'label': 'TIME'}, {'text': 'the US Department of Labor', 'label': 'ORG'}, {'text': 'Tuesday', 'label': 'DATE'}, {'text': 'Southeast', 'label': 'LOC'}, {'text': 'three', 'label': 'CARDINAL'}, {'text': 'more than 60', 'label': 'CARDINAL'}, {'text': 'McDonald', 'label': 'ORG'}, {'text': 'Kentucky', 'label': 'GPE'}, {'text': 'Indiana', 'label': 'GPE'}, {'text': 'Maryland', 'label': 'GPE'}, {'text': 'Ohio', 'label': 'GPE'}, {'text': '305', 'label': 'CARDINAL'}, {'text': 'the Labor Department', 'label': 'ORG'}, {'text': 'Wage and Hour Division', 'label': 'ORG'}, {'text': 'two', 'label': 'CARDINAL'}, {'text': '10-year-old', 'label': 'DATE'}, {'text': 'Louisville', 'label': 'GPE'}, {'text': 'McDonald', 'label': 'ORG'}, {'text': 'three', 'label': 'CARDINAL'}, {'text': 'Kentucky', 'label': 'ORG'}, {'text': 'McDonald', 'label': 'ORG'}, {'text': 'two', 'label': 'CARDINAL'}, {'text': '10-year-old', 'label': 'DATE'}]"
news_excerpts_parsed.xlsx,,"https://edition.cnn.com/2023/04/07/europe/russia-chinese-lgbtq-blogger-arrested-intl/index.html Russian authorities arrested a Chinese LGBTQ blogger Wednesday for allegedly violating a law that bans so-called same-sex “propaganda,” according to Adel Khaydarshin, a lawyer representing the blogger and his partner. Chinese national Haoyang Xu was found guilty during a hearing Thursday, Khaydarshin said. He’s being held in a temporary detention center for foreigners and faces deportation from Russia, according to a statement from the court that Khaydarshin gave to CNN. This comes months after Russian President Vladimir Putin signed a bill that expanded an existing ban on so-called LGBTQ “propaganda” in Russia. It made it illegal for anyone to promote same-sex relationships or suggest that non-heterosexual orientations are “normal.”","[{'text': 'Russian', 'label': 'NORP'}, {'text': 'Chinese', 'label': 'NORP'}, {'text': 'LGBTQ', 'label': 'ORG'}, {'text': 'Wednesday', 'label': 'DATE'}, {'text': 'Adel Khaydarshin', 'label': 'PERSON'}, {'text': 'Chinese', 'label': 'NORP'}, {'text': 'Haoyang Xu', 'label': 'PERSON'}, {'text': 'Thursday', 'label': 'DATE'}, {'text': 'Khaydarshin', 'label': 'ORG'}, {'text': 'Russia', 'label': 'GPE'}, {'text': 'Khaydarshin', 'label': 'PERSON'}, {'text': 'CNN', 'label': 'ORG'}, {'text': 'This comes', 'label': 'DATE'}, {'text': 'months', 'label': 'DATE'}, {'text': 'Russian', 'label': 'NORP'}, {'text': 'Vladimir Putin', 'label': 'PERSON'}, {'text': 'LGBTQ', 'label': 'PRODUCT'}, {'text': 'Russia', 'label': 'GPE'}]"
news_excerpts_parsed.xlsx,,"https://edition.cnn.com/2021/07/30/tech/amazon-eu-privacy-fine/index.html Amazon (AMZN) faces a record-breaking €746 million (roughly $887 million) fine after a European Union data privacy regulator said the e-commerce giant had violated the bloc’s signature privacy law, known as GDPR, in an advertising-related decision. The fine was imposed on July 16 and disclosed Friday in a financial filing. It is the largest in the law’s three-year history, followed by Google’s 2019 fine of €50 million. Regulators said Amazon’s processing of personal data didn’t comply with GDPR requirements, and the company acknowledged it has been ordered to change its business practices. Amazon said the regulatory decision was “without merit” and added that it plans to “defend ourselves vigorously in this matter.”","[{'text': 'Amazon', 'label': 'ORG'}, {'text': 'AMZN', 'label': 'ORG'}, {'text': '€746 million', 'label': 'MONEY'}, {'text': 'roughly $887 million', 'label': 'MONEY'}, {'text': 'European Union', 'label': 'ORG'}, {'text': 'GDPR', 'label': 'ORG'}, {'text': 'July 16', 'label': 'DATE'}, {'text': 'Friday', 'label': 'DATE'}, {'text': 'three-year', 'label': 'DATE'}, {'text': 'Google', 'label': 'ORG'}, {'text': '2019', 'label': 'CARDINAL'}, {'text': '€50 million', 'label': 'MONEY'}, {'text': 'Amazon', 'label': 'ORG'}, {'text': 'GDPR', 'label': 'ORG'}, {'text': 'Amazon', 'label': 'ORG'}]"
news_excerpts_parsed.xlsx,,"https://edition.cnn.com/2024/03/07/europe/portugal-election-intl-cmd/index.html The party has flirted with extremism and has been accused racism. Ventura himself has been tried and convicted for making offensive, racist remarks in reference to a Black family from one of Portugal’s poorest neighborhoods, a conviction that the Supreme Court upheld. The party has denied accusations of racism, but some members, and many of its supporters, openly flaunt hateful narratives on social media. Ventura also once wrote on social media that a fellow MP, who holds dual Portuguese-Guinean citizenship, should “return to your own country.” But as with like-minded movements, Chega seems to have brushed the criticism aside and has continued to grow.","[{'text': 'Ventura', 'label': 'GPE'}, {'text': 'one', 'label': 'CARDINAL'}, {'text': 'Portugal', 'label': 'GPE'}, {'text': 'the Supreme Court', 'label': 'ORG'}, {'text': 'Ventura', 'label': 'GPE'}, {'text': 'Portuguese-Guinean', 'label': 'NORP'}, {'text': 'Chega', 'label': 'PERSON'}]"
news_excerpts_parsed.xlsx,,"https://edition.cnn.com/2010/WORLD/europe/10/20/czech.republic.arson.verdict/index.html Four Czech neo-Nazis were sentenced Wednesday to long prison terms and steep fines for an arson attack on the house of a Roma, or Gypsy, family, which nearly killed a 2-year-old girl, the national news agency reported. David Vaculik, Ivo Mueller, Jaromir Lukes and Vaclav Cojocaru were found guilty of throwing Molotov cocktails at the house in April 2009, in an attack to mark Adolf Hitler's birthday, the Czech News Agency reported. Vaculik, Mueller and Lukes each were sentenced to 22 years in a high-security prison. Cojocaru got 20 years. They were also ordered to pay more than 17 million Czech crowns ($968,000) in medical treatment and compensation. All four men filed an appeal immediately, the agency reported. The Ostrava Regional Court in the northeast of the Czech Republic found them guilty of attempted murder and damage to property.","[{'text': 'Four', 'label': 'CARDINAL'}, {'text': 'Czech', 'label': 'NORP'}, {'text': 'Wednesday', 'label': 'DATE'}, {'text': 'Roma', 'label': 'ORG'}, {'text': 'Gypsy', 'label': 'PERSON'}, {'text': '2-year-old', 'label': 'DATE'}, {'text': 'David Vaculik', 'label': 'PERSON'}, {'text': 'Ivo Mueller', 'label': 'PERSON'}, {'text': 'Jaromir Lukes', 'label': 'PERSON'}, {'text': 'Vaclav Cojocaru', 'label': 'PERSON'}, {'text': 'April 2009', 'label': 'DATE'}, {'text': ""Adolf Hitler's"", 'label': 'PERSON'}, {'text': 'the Czech News Agency', 'label': 'ORG'}, {'text': 'Vaculik', 'label': 'ORG'}, {'text': 'Mueller', 'label': 'ORG'}, {'text': 'Lukes', 'label': 'GPE'}, {'text': '22 years', 'label': 'DATE'}, {'text': 'Cojocaru', 'label': 'ORG'}, {'text': '20 years', 'label': 'DATE'}, {'text': 'more than 17 million', 'label': 'MONEY'}, {'text': 'Czech', 'label': 'NORP'}, {'text': '968,000', 'label': 'MONEY'}, {'text': 'four', 'label': 'CARDINAL'}, {'text': 'The Ostrava Regional Court', 'label': 'ORG'}, {'text': 'the Czech Republic', 'label': 'GPE'}]"
news_excerpts_parsed.xlsx,,"https://www.channelnewsasia.com/asia/tony-chung-exiled-activist-hong-kong-says-paid-informant-china-4016916 The former leader of a Hong Kong pro-independence group says he received up to HK$3,000 from security officers per meeting to become an informant when he was released from jail in June before he fled to Britain and sought political asylum. In November 2021, Tony Chung, who was then 20, was sentenced to 43 months in prison for trying to separate the city from China, and for money laundering. Chung was charged with secession under a sweeping national security law imposed by China in 2020 and denied bail. He pleaded guilty. He said on Thursday (Dec 28) he fled to Britain after he was freed and had formally applied for political asylum.","[{'text': 'Hong Kong', 'label': 'GPE'}, {'text': 'up to HK$3,000', 'label': 'CARDINAL'}, {'text': 'June', 'label': 'DATE'}, {'text': 'Britain', 'label': 'GPE'}, {'text': 'November 2021', 'label': 'DATE'}, {'text': 'Tony Chung', 'label': 'PERSON'}, {'text': '20', 'label': 'CARDINAL'}, {'text': '43 months', 'label': 'DATE'}, {'text': 'China', 'label': 'GPE'}, {'text': 'Chung', 'label': 'PERSON'}, {'text': 'China', 'label': 'GPE'}, {'text': '2020', 'label': 'DATE'}, {'text': 'Thursday', 'label': 'DATE'}, {'text': 'Dec 28', 'label': 'DATE'}, {'text': 'Britain', 'label': 'GPE'}]"
news_excerpts_parsed.xlsx,,"https://edition.cnn.com/2024/01/22/europe/ian-bailey-murder-dead-scli-intl/index.html A British man long suspected of killing the wife of a famous French film producer in Ireland has died at age 66, according to his lawyer. Back in 2019, the Paris Criminal Court convicted Ian Bailey in absentia of the murder of TV producer Sophie Toscan du Plantier and sentenced him to 25 years’ imprisonment. Bailey, a former journalist, had denied involvement in the murder, which has been the subject of a popular podcast series and two TV documentaries, including one on Netflix. On December 23, 1996, 39-year-old Toscan du Plantier was found bludgeoned to death near the gate of her vacation home near Toormore, in Ireland’s West Cork region. Police found some 50 wounds on her body.","[{'text': 'British', 'label': 'NORP'}, {'text': 'French', 'label': 'NORP'}, {'text': 'Ireland', 'label': 'GPE'}, {'text': 'age 66', 'label': 'DATE'}, {'text': '2019', 'label': 'DATE'}, {'text': 'the Paris Criminal Court', 'label': 'ORG'}, {'text': 'Ian Bailey', 'label': 'PERSON'}, {'text': 'Sophie Toscan du Plantier', 'label': 'PERSON'}, {'text': '25 years', 'label': 'DATE'}, {'text': 'Bailey', 'label': 'PERSON'}, {'text': 'two', 'label': 'CARDINAL'}, {'text': 'one', 'label': 'CARDINAL'}, {'text': 'Netflix', 'label': 'ORG'}, {'text': 'December 23, 1996', 'label': 'DATE'}, {'text': '39-year-old', 'label': 'DATE'}, {'text': 'Toscan du Plantier', 'label': 'PERSON'}, {'text': 'Ireland', 'label': 'GPE'}, {'text': 'West Cork', 'label': 'LOC'}, {'text': 'some 50', 'label': 'CARDINAL'}]"
news_excerpts_parsed.xlsx,,"https://edition.cnn.com/2020/06/15/sport/daniel-kinahan-tyson-fury-anthony-joshua-boxing-ireland-spt-intl/index.html In 2018 at the Irish High Court, a judgment was delivered against the Byrne Organized Crime Group, which it said is part of a wider international Kinahan Organized Crime Group. The court heard that the Kinahan Organized Crime Group was involved in the “importation and distribution of controlled drugs and firearms into Ireland, the UK and mainland Europe” and that operations of “drug trafficking are managed and controlled” by Daniel Kinahan. The law firm representing Kinahan did not respond to CNN’s question as to where the Irishman was currently based, though it’s been widely reportedly he’s living in the United Arab Emirates.","[{'text': '2018', 'label': 'DATE'}, {'text': 'the Irish High Court', 'label': 'ORG'}, {'text': 'the Byrne Organized Crime Group', 'label': 'ORG'}, {'text': 'Kinahan Organized Crime Group', 'label': 'ORG'}, {'text': 'the Kinahan Organized Crime Group', 'label': 'ORG'}, {'text': 'Ireland', 'label': 'GPE'}, {'text': 'UK', 'label': 'GPE'}, {'text': 'Europe', 'label': 'LOC'}, {'text': 'Daniel Kinahan', 'label': 'PERSON'}, {'text': 'Kinahan', 'label': 'PERSON'}, {'text': 'CNN', 'label': 'ORG'}, {'text': 'Irishman', 'label': 'NORP'}, {'text': 'the United Arab Emirates', 'label': 'GPE'}]"
news_excerpts_parsed.xlsx,,"https://www.channelnewsasia.com/singapore/red-crowns-senior-living-fined-offence-nursing-home-alternative-4233926 Red Crowns Senior Living has been fined after the Ministry of Manpower (MOM) found that the company had engaged in illegal employment practices. The assisted co-living agency illegally hired and deployed migrant domestic workers to provide caregiving services, allowing it to circumvent its foreign manpower quota and pay lower levy rates, the ministry told CNA on Monday (Apr 1). Red Crowns had also placed legal responsibilities on their elderly clients, who employed migrant domestic workers but did not have control over their work and welfare, MOM added. ""The company and its directors have been issued composition fines for offences under the Employment of Foreign Manpower Act,"" the ministry said, without mentioning the exact amount fined.","[{'text': 'Red Crowns Senior Living', 'label': 'ORG'}, {'text': 'the Ministry of Manpower', 'label': 'ORG'}, {'text': 'CNA', 'label': 'GPE'}, {'text': 'Monday', 'label': 'DATE'}, {'text': 'Red Crowns', 'label': 'ORG'}, {'text': 'the Employment of Foreign Manpower Act', 'label': 'ORG'}]"
news_excerpts_parsed.xlsx,,"https://www.straitstimes.com/singapore/all-natural-eczema-cream-found-to-have-over-430-times-the-allowed-limit-of-arsenic-hsa An eczema cream touted to be “all natural” and “steroid-free” contains excessive levels of arsenic and a potent steroid, the Health Sciences Authority (HSA) said. The agency issued the warning on Nov 21 after a man in his 30s, who had bought Euzema Confidence Revival Cream online and used it for a year, suffered from purpura, or purplish red spots due to small bleeds under the skin. The man’s doctor suspected that his skin reaction was caused by a mineral containing arsenic, and reported his case to HSA. On the Malaysia-based retail website euzema.com, the cream is said to be “able to beat eczema for good with this powerful natural formula”, which is “steroid-free”, contains “100% all-natural herbs” and “has no side effects”. It is also sold on e-commerce platform Carousell.","[{'text': 'the Health Sciences Authority', 'label': 'ORG'}, {'text': 'HSA', 'label': 'ORG'}, {'text': 'Nov 21', 'label': 'DATE'}, {'text': '30s', 'label': 'DATE'}, {'text': 'Euzema Confidence Revival Cream', 'label': 'ORG'}, {'text': 'a year', 'label': 'DATE'}, {'text': 'HSA', 'label': 'ORG'}, {'text': 'Malaysia', 'label': 'GPE'}, {'text': '100%', 'label': 'PERCENT'}, {'text': 'Carousell', 'label': 'ORG'}]"
news_excerpts_parsed.xlsx,,"https://edition.cnn.com/2022/12/06/politics/trump-organization-fraud-trial-verdict/index.html A Manhattan jury has found two Trump Organization companies guilty on multiple charges of criminal tax fraud and falsifying business records connected to a 15-year scheme to defraud tax authorities by failing to report and pay taxes on compensation for top executives. The Trump Corp. and Trump Payroll Corp. were found guilty on all charges they faced. Donald Trump and his family were not charged in this case, but the former president was mentioned repeatedly during the trial by prosecutors about his connection to the benefits doled out to certain executives, including company-funded apartments, car leases and personal expenses. The Trump Organization could face a maximum of $1.61 million in fines when sentenced in mid-January. The company is not at risk of being dismantled because there is no mechanism under New York law that would dissolve the company. However, a felony conviction could impact its ability to do business or obtain loans or contracts.","[{'text': 'Manhattan', 'label': 'GPE'}, {'text': 'two', 'label': 'CARDINAL'}, {'text': 'Trump Organization', 'label': 'ORG'}, {'text': '15-year', 'label': 'DATE'}, {'text': 'The Trump Corp.', 'label': 'ORG'}, {'text': 'Trump Payroll Corp.', 'label': 'ORG'}, {'text': 'Donald Trump', 'label': 'PERSON'}, {'text': 'The Trump Organization', 'label': 'ORG'}, {'text': '$1.61 million', 'label': 'MONEY'}, {'text': 'mid-January', 'label': 'DATE'}, {'text': 'New York', 'label': 'GPE'}]"
